	x		f(x)		f'(x)		f"(x)		f'(x)		f"(x)
      4.44	       461.18	       545.95	       630.73	       549.13	       634.34
      4.45	       466.67	       552.30	       637.93	       555.51	       641.57
      4.46	       472.23	       558.71	       645.20	       561.97	       648.89
      4.47	       477.85	       565.20	       652.56	       568.49	       656.29
      4.48	       483.53	       571.77	       660.00	       575.09	       663.77
      4.49	       489.28	       578.40	       667.53	       581.77	       671.34
      4.50	       495.10	       585.12	       675.13	       588.52	       678.99
      4.51	       500.98	       591.91	       682.83	       595.35	       686.73
      4.52	       506.94	       598.77	       690.61	       602.25	       694.55
      4.53	       512.96	       605.72	       698.48	       609.24	       702.47
      4.54	       519.05	       612.74	       706.44	       616.30	       710.47
      4.55	       525.22	       619.85	       714.48	       623.45	       718.56
      4.56	       531.45	       627.03	       722.62	       630.68	       726.74
      4.57	       537.76	       634.30	       730.85	       637.98	       735.02
      4.58	       544.14	       641.65	       739.17	       645.38	       743.38
      4.59	       550.59	       649.09	       747.58	       652.85	       751.84
